SupplierName,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,FinalizationDate
"Fabrikam, Inc.",251088,4,1573,6668,8/10/2015,1180374,177056.1,8/10/2015
"Litware, Inc.",251092,7,1574,220,8/10/2015,523182.6,78477.39,8/10/2015
"Fabrikam, Inc.",251097,4,1575,1070,8/10/2015,2112,316.8,8/10/2015
"Litware, Inc.",251100,7,1576,3592,8/10/2015,1936,290.4,8/10/2015
"Fabrikam, Inc.",251513,4,1577,2866,8/11/2015,1184562,177684.3,8/17/2015
"Litware, Inc.",251517,7,1578,8925,8/11/2015,525480.6,78822.09,8/17/2015
"Fabrikam, Inc.",251992,4,1579,6701,8/12/2015,1188126,178218.9,8/17/2015
"Litware, Inc.",251996,7,1580,2271,8/12/2015,525815.3,78872.3,8/17/2015
"Fabrikam, Inc.",252397,4,1581,1626,8/13/2015,1192314,178847.1,8/17/2015
"Litware, Inc.",252401,7,1582,172,8/13/2015,526124.1,78918.62,8/17/2015
"Fabrikam, Inc.",252710,4,1583,386,8/14/2015,1192998,178949.7,8/17/2015
"Litware, Inc.",252714,7,1584,1629,8/14/2015,525944.8,78891.72,8/17/2015
"Fabrikam, Inc.",253200,4,1585,4501,8/17/2015,1195326,179298.9,8/17/2015
"Litware, Inc.",253204,7,1586,2961,8/17/2015,526882.7,79032.41,8/17/2015
"Fabrikam, Inc.",253208,4,1587,2000,8/17/2015,756,113.4,8/17/2015
"Fabrikam, Inc.",253503,4,1588,6234,8/18/2015,1196526,179478.9,8/24/2015
"Litware, Inc.",253507,7,1589,1277,8/18/2015,525764.1,78864.62,8/24/2015
"Fabrikam, Inc.",253722,4,1590,7674,8/19/2015,1197726,179658.9,8/24/2015
"Litware, Inc.",253726,7,1591,2222,8/19/2015,526098.8,78914.82,8/24/2015
"Fabrikam, Inc.",253968,4,1592,2975,8/20/2015,1197930,179689.5,8/24/2015
"Litware, Inc.",253972,7,1593,9602,8/20/2015,526948.3,79042.25,8/24/2015
"Fabrikam, Inc.",254324,4,1594,5289,8/21/2015,1197432,179614.8,8/24/2015
"Litware, Inc.",254328,7,1595,7021,8/21/2015,527924.4,79188.66,8/24/2015
"Fabrikam, Inc.",254805,4,1596,4781,8/24/2015,1199982,179997.3,8/24/2015
"Litware, Inc.",254809,7,1597,358,8/24/2015,527749.1,79162.37,8/24/2015
"Fabrikam, Inc.",254813,4,1598,2956,8/24/2015,2010,301.5,8/24/2015
"Litware, Inc.",254815,7,1599,8655,8/24/2015,230.4,34.56,8/24/2015
"Fabrikam, Inc.",255193,4,1600,6175,8/25/2015,1203240,180486,8/31/2015
"Litware, Inc.",255197,7,1601,4706,8/25/2015,526930.2,79039.53,8/31/2015
"Fabrikam, Inc.",255529,4,1602,9255,8/26/2015,1205718,180857.7,8/31/2015
"Litware, Inc.",255533,7,1603,6790,8/26/2015,529175.1,79376.27,8/31/2015
"Fabrikam, Inc.",255810,4,1604,9090,8/27/2015,1209228,181384.2,8/31/2015
"Litware, Inc.",255814,7,1605,3984,8/27/2015,530211.8,79531.77,8/31/2015
"Fabrikam, Inc.",256295,4,1606,4373,8/28/2015,1212048,181807.2,8/31/2015
"Litware, Inc.",256299,7,1607,6794,8/28/2015,531659.7,79748.96,8/31/2015
"Fabrikam, Inc.",256930,4,1608,7084,8/31/2015,1216866,182529.9,8/31/2015
"Litware, Inc.",256934,7,1609,5693,8/31/2015,532310.1,79846.52,8/31/2015
"Fabrikam, Inc.",256936,4,1610,5147,8/31/2015,360,54,8/31/2015
"Litware, Inc.",256938,7,1611,3003,8/31/2015,76.8,11.52,8/31/2015
"Fabrikam, Inc.",257129,4,1612,9320,9/1/2015,1215714,182357.1,9/7/2015
"Litware, Inc.",257133,7,1613,802,9/1/2015,531772.8,79765.92,9/7/2015
"Fabrikam, Inc.",257391,4,1614,8615,9/2/2015,1216674,182501.1,9/7/2015
"Litware, Inc.",257395,7,1615,4188,9/2/2015,532072.5,79810.88,9/7/2015
"Fabrikam, Inc.",257771,4,1616,9563,9/3/2015,1221582,183237.3,9/7/2015
"Litware, Inc.",257775,7,1617,9891,9/3/2015,531761.8,79764.27,9/7/2015
"Fabrikam, Inc.",258112,4,1618,6889,9/4/2015,1223628,183544.2,9/7/2015
"Litware, Inc.",258116,7,1619,5151,9/4/2015,532052.5,79807.88,9/7/2015
"Fabrikam, Inc.",258780,4,1620,3647,9/7/2015,1228056,184208.4,9/7/2015
"Litware, Inc.",258784,7,1621,9839,9/7/2015,533023.2,79953.48,9/7/2015
"Fabrikam, Inc.",258791,4,1622,8991,9/7/2015,3558,533.7,9/7/2015
"Litware, Inc.",258793,7,1623,2439,9/7/2015,153.6,23.04,9/7/2015
"Fabrikam, Inc.",259246,4,1624,1077,9/8/2015,1232622,184893.3,9/14/2015
"Litware, Inc.",259250,7,1625,1077,9/8/2015,534637.5,80195.63,9/14/2015
"Fabrikam, Inc.",259690,4,1626,3483,9/9/2015,1234776,185216.4,9/14/2015
"Litware, Inc.",259694,7,1627,3461,9/9/2015,534993.8,80249.07,9/14/2015
"Fabrikam, Inc.",260053,4,1628,9319,9/10/2015,1234896,185234.4,9/14/2015
"Litware, Inc.",260057,7,1629,212,9/10/2015,536977,80546.55,9/14/2015
"Fabrikam, Inc.",260386,4,1630,4681,9/11/2015,1236396,185459.4,9/14/2015
"Litware, Inc.",260390,7,1631,6644,9/11/2015,539857.7,80978.66,9/14/2015
"Fabrikam, Inc.",261138,4,1632,4900,9/14/2015,1243944,186591.6,9/14/2015
"Litware, Inc.",261142,7,1633,8096,9/14/2015,540188.4,81028.26,9/14/2015
"Litware, Inc.",261144,7,1634,7833,9/14/2015,268.8,40.32,9/14/2015
"Fabrikam, Inc.",261371,4,1635,124,9/15/2015,1242516,186377.4,9/21/2015
"Litware, Inc.",261375,7,1636,8040,9/15/2015,539722.6,80958.39,9/21/2015
"Fabrikam, Inc.",261755,4,1637,7823,9/16/2015,1243422,186513.3,9/21/2015
"Litware, Inc.",261759,7,1638,9365,9/16/2015,543369.3,81505.4,9/21/2015
"Fabrikam, Inc.",261996,4,1639,4280,9/17/2015,1242594,186389.1,9/21/2015
"Litware, Inc.",262000,7,1640,7759,9/17/2015,543190,81478.5,9/21/2015
"Fabrikam, Inc.",262464,4,1641,1141,9/18/2015,1243926,186588.9,9/21/2015
"Litware, Inc.",262468,7,1642,6474,9/18/2015,544375.9,81656.39,9/21/2015
"Fabrikam, Inc.",263045,4,1643,2472,9/21/2015,1243278,186491.7,9/21/2015
"Litware, Inc.",263049,7,1644,5594,9/21/2015,545774.1,81866.12,9/21/2015
"Fabrikam, Inc.",263052,4,1645,4631,9/21/2015,1026,153.9,9/21/2015
"Litware, Inc.",263055,7,1646,74,9/21/2015,2807.5,421.13,9/21/2015
"Fabrikam, Inc.",263452,4,1647,8769,9/22/2015,1247328,187099.2,9/28/2015
"Litware, Inc.",263456,7,1648,6119,9/22/2015,549166.2,82374.93,9/28/2015
"Fabrikam, Inc.",263941,4,1649,3853,9/23/2015,1252482,187872.3,9/28/2015
"Litware, Inc.",263945,7,1650,7935,9/23/2015,550367.3,82555.1,9/28/2015
"Fabrikam, Inc.",264469,4,1651,5801,9/24/2015,1256274,188441.1,9/28/2015
"Litware, Inc.",264473,7,1652,3080,9/24/2015,550246.6,82536.99,9/28/2015
"Fabrikam, Inc.",264697,4,1653,5716,9/25/2015,1256664,188499.6,9/28/2015
"Litware, Inc.",264701,7,1654,9113,9/25/2015,549992.5,82498.88,9/28/2015
"Fabrikam, Inc.",265271,4,1655,1334,9/28/2015,1256232,188434.8,9/28/2015
"Litware, Inc.",265275,7,1656,8081,9/28/2015,551992.2,82798.83,9/28/2015
"Fabrikam, Inc.",265281,4,1657,3019,9/28/2015,3144,471.6,9/28/2015
"Fabrikam, Inc.",265556,4,1658,437,9/29/2015,1260420,189063,10/5/2015
"Litware, Inc.",265560,7,1659,5908,9/29/2015,552372.4,82855.86,10/5/2015
"Fabrikam, Inc.",265989,4,1660,773,9/30/2015,1265826,189873.9,10/5/2015
"Litware, Inc.",265993,7,1661,4254,9/30/2015,560283.1,84042.47,10/5/2015
"Fabrikam, Inc.",266400,4,1662,7024,10/1/2015,1267662,190149.3,10/5/2015
"Litware, Inc.",266404,7,1663,8828,10/1/2015,560303.3,84045.5,10/5/2015
"Fabrikam, Inc.",266620,4,1664,3820,10/2/2015,1268544,190281.6,10/5/2015
"Litware, Inc.",266624,7,1665,4332,10/2/2015,560460.5,84069.08,10/5/2015
"Fabrikam, Inc.",267284,4,1666,752,10/5/2015,1273230,190984.5,10/5/2015
"Litware, Inc.",267288,7,1667,756,10/5/2015,561363.7,84204.56,10/5/2015
"Fabrikam, Inc.",267291,4,1668,5191,10/5/2015,1428,214.2,10/5/2015
"Litware, Inc.",267293,7,1669,5571,10/5/2015,237.5,35.63,10/5/2015
"Fabrikam, Inc.",267511,4,1670,9053,10/6/2015,1273542,191031.3,10/12/2015
"Litware, Inc.",267515,7,1671,6296,10/6/2015,560323.5,84048.53,10/12/2015
"Fabrikam, Inc.",268024,4,1672,5612,10/7/2015,1278414,191762.1,10/12/2015
"Litware, Inc.",268028,7,1673,1430,10/7/2015,561789.2,84268.38,10/12/2015
"Fabrikam, Inc.",268285,4,1674,6102,10/8/2015,1278468,191770.2,10/12/2015
"Litware, Inc.",268289,7,1675,1909,10/8/2015,562037.4,84305.61,10/12/2015
"Fabrikam, Inc.",268665,4,1676,7499,10/9/2015,1279518,191927.7,10/12/2015
"Litware, Inc.",268669,7,1677,6723,10/9/2015,562086.5,84312.98,10/12/2015
"Fabrikam, Inc.",269308,4,1678,3190,10/12/2015,1279158,191873.7,10/12/2015
"Litware, Inc.",269312,7,1679,1101,10/12/2015,566177.6,84926.64,10/12/2015
"Fabrikam, Inc.",269315,4,1680,1007,10/12/2015,372,55.8,10/12/2015
"Litware, Inc.",269317,7,1681,1195,10/12/2015,115.2,17.28,10/12/2015
"Fabrikam, Inc.",269592,4,1682,5429,10/13/2015,1280142,192021.3,10/19/2015
"Litware, Inc.",269596,7,1683,36,10/13/2015,565607.7,84841.16,10/19/2015
"Fabrikam, Inc.",269871,4,1684,5045,10/14/2015,1280778,192116.7,10/19/2015
"Litware, Inc.",269875,7,1685,5633,10/14/2015,566408.4,84961.26,10/19/2015
"Fabrikam, Inc.",270327,4,1686,1969,10/15/2015,1282434,192365.1,10/19/2015
"Litware, Inc.",270331,7,1687,3042,10/15/2015,566934.7,85040.21,10/19/2015
"Fabrikam, Inc.",270630,4,1688,3774,10/16/2015,1285152,192772.8,10/19/2015
"Litware, Inc.",270634,7,1689,4125,10/16/2015,568269.2,85240.38,10/19/2015
"Fabrikam, Inc.",271312,4,1690,1276,10/19/2015,1287882,193182.3,10/19/2015
"Litware, Inc.",271316,7,1691,472,10/19/2015,569826.6,85473.99,10/19/2015
"Fabrikam, Inc.",271319,4,1692,476,10/19/2015,1290,193.5,10/19/2015
"Litware, Inc.",271321,7,1693,4523,10/19/2015,285,42.75,10/19/2015
"Fabrikam, Inc.",271829,4,1694,7916,10/20/2015,1293966,194094.9,10/26/2015
"Litware, Inc.",271833,7,1695,2284,10/20/2015,572617.9,85892.69,10/26/2015
"Fabrikam, Inc.",272213,4,1696,7224,10/21/2015,1294872,194230.8,10/26/2015
"Litware, Inc.",272217,7,1697,4742,10/21/2015,572058.6,85808.79,10/26/2015
"Fabrikam, Inc.",272746,4,1698,6310,10/22/2015,1299384,194907.6,10/26/2015
"Litware, Inc.",272750,7,1699,2613,10/22/2015,573307,85996.05,10/26/2015
"Fabrikam, Inc.",273140,4,1700,9148,10/23/2015,1301760,195264,10/26/2015
"Litware, Inc.",273144,7,1701,9454,10/23/2015,575604.9,86340.74,10/26/2015
"Fabrikam, Inc.",273580,4,1702,3884,10/26/2015,1304628,195694.2,10/26/2015
"Litware, Inc.",273584,7,1703,825,10/26/2015,575895.6,86384.34,10/26/2015
"Fabrikam, Inc.",273588,4,1704,3439,10/26/2015,1836,275.4,10/26/2015
"Litware, Inc.",273590,7,1705,2636,10/26/2015,1360,204,10/26/2015
"Fabrikam, Inc.",273950,4,1706,4258,10/27/2015,1306524,195978.6,11/2/2015
"Litware, Inc.",273954,7,1707,6334,10/27/2015,578807.6,86821.14,11/2/2015
"Fabrikam, Inc.",274184,4,1708,8801,10/28/2015,1307004,196050.6,11/2/2015
"Litware, Inc.",274188,7,1709,3413,10/28/2015,579608.3,86941.25,11/2/2015
"Fabrikam, Inc.",274554,4,1710,2898,10/29/2015,1307340,196101,11/2/2015
"Litware, Inc.",274558,7,1711,1427,10/29/2015,581983,87297.45,11/2/2015
"Fabrikam, Inc.",274874,4,1712,6761,10/30/2015,1308906,196335.9,11/2/2015
"Litware, Inc.",274878,7,1713,7855,10/30/2015,581566.2,87234.93,11/2/2015
"Fabrikam, Inc.",275478,4,1714,8389,11/2/2015,1312404,196860.6,11/2/2015
"Litware, Inc.",275482,7,1715,2812,11/2/2015,581917.4,87287.61,11/2/2015
"Fabrikam, Inc.",275487,4,1716,4780,11/2/2015,3504,525.6,11/2/2015
"Litware, Inc.",275489,7,1717,9921,11/2/2015,1360,204,11/2/2015
"Fabrikam, Inc.",275777,4,1718,5127,11/3/2015,1319928,197989.2,11/9/2015
"Litware, Inc.",275781,7,1719,274,11/3/2015,583014.2,87452.13,11/9/2015
"Fabrikam, Inc.",276313,4,1720,4563,11/4/2015,1323114,198467.1,11/9/2015
"Litware, Inc.",276317,7,1721,8594,11/4/2015,583866.3,87579.95,11/9/2015
"Fabrikam, Inc.",276745,4,1722,2538,11/5/2015,1326168,198925.2,11/9/2015
"Litware, Inc.",276749,7,1723,21,11/5/2015,584116.5,87617.48,11/9/2015
"Fabrikam, Inc.",277097,4,1724,2647,11/6/2015,1327620,199143,11/9/2015
"Litware, Inc.",277101,7,1725,1329,11/6/2015,583557.2,87533.58,11/9/2015
"Fabrikam, Inc.",277561,4,1726,3712,11/9/2015,1328040,199206,11/9/2015
"Litware, Inc.",277565,7,1727,7983,11/9/2015,584935.4,87740.31,11/9/2015
"Fabrikam, Inc.",277567,4,1728,5868,11/9/2015,336,50.4,11/9/2015
"Litware, Inc.",277569,7,1729,7728,11/9/2015,95,14.25,11/9/2015
"Fabrikam, Inc.",277891,4,1730,8116,11/10/2015,1327116,199067.4,11/16/2015
"Litware, Inc.",277895,7,1731,1122,11/10/2015,586219.7,87932.96,11/16/2015
"Fabrikam, Inc.",278305,4,1732,5898,11/11/2015,1332300,199845,11/16/2015
"Litware, Inc.",278309,7,1733,1896,11/11/2015,586510.3,87976.55,11/16/2015
"Fabrikam, Inc.",278764,4,1734,8388,11/12/2015,1338606,200790.9,11/16/2015
"Litware, Inc.",278768,7,1735,417,11/12/2015,590252,88537.8,11/16/2015
"Fabrikam, Inc.",278980,4,1736,5049,11/13/2015,1339128,200869.2,11/16/2015
"Litware, Inc.",278984,7,1737,4157,11/13/2015,591546.3,88731.95,11/16/2015
"Fabrikam, Inc.",279647,4,1738,6485,11/16/2015,1340484,201072.6,11/16/2015
"Litware, Inc.",279651,7,1739,4927,11/16/2015,594101.5,89115.23,11/16/2015
"Fabrikam, Inc.",279655,4,1740,5108,11/16/2015,3312,496.8,11/16/2015
"Litware, Inc.",279658,7,1741,1113,11/16/2015,550,82.5,11/16/2015
"Fabrikam, Inc.",279844,4,1742,28,11/17/2015,1344132,201619.8,11/23/2015
"Litware, Inc.",279848,7,1743,639,11/17/2015,594223.6,89133.54,11/23/2015
"Fabrikam, Inc.",280098,4,1744,8271,11/18/2015,1344396,201659.4,11/23/2015
"Litware, Inc.",280102,7,1745,5976,11/18/2015,595674.9,89351.24,11/23/2015
"Fabrikam, Inc.",280525,4,1746,975,11/19/2015,1345704,201855.6,11/23/2015
"Litware, Inc.",280529,7,1747,6726,11/19/2015,595638.1,89345.72,11/23/2015
"Fabrikam, Inc.",280917,4,1748,3455,11/20/2015,1348830,202324.5,11/23/2015
"Litware, Inc.",280921,7,1749,3577,11/20/2015,598688.8,89803.32,11/23/2015
"Fabrikam, Inc.",281581,4,1750,195,11/23/2015,1350594,202589.1,11/23/2015
"Litware, Inc.",281585,7,1751,9132,11/23/2015,599747,89962.05,11/23/2015
"Fabrikam, Inc.",281587,4,1752,5999,11/23/2015,420,63,11/23/2015
"Fabrikam, Inc.",282054,4,1753,5300,11/24/2015,1353378,203006.7,11/30/2015
"Litware, Inc.",282058,7,1754,3398,11/24/2015,599114.5,89867.18,11/30/2015
"Fabrikam, Inc.",282612,4,1755,1886,11/25/2015,1357716,203657.4,11/30/2015
"Litware, Inc.",282616,7,1756,777,11/25/2015,599125.2,89868.78,11/30/2015
"Fabrikam, Inc.",282929,4,1757,8652,11/26/2015,1361142,204171.3,11/30/2015
"Litware, Inc.",282933,7,1758,975,11/26/2015,600425.1,90063.77,11/30/2015
"Fabrikam, Inc.",283156,4,1759,3010,11/27/2015,1362090,204313.5,11/30/2015
"Litware, Inc.",283160,7,1760,5696,11/27/2015,599942.6,89991.39,11/30/2015
"Fabrikam, Inc.",283541,4,1761,9711,11/30/2015,1364022,204603.3,11/30/2015
"Litware, Inc.",283545,7,1762,4224,11/30/2015,600465.3,90069.8,11/30/2015
"Fabrikam, Inc.",283547,4,1763,9003,11/30/2015,420,63,11/30/2015
"Fabrikam, Inc.",283775,4,1764,5860,12/1/2015,1366566,204984.9,12/7/2015
"Litware, Inc.",283779,7,1765,9170,12/1/2015,599697.6,89954.64,12/7/2015
"Fabrikam, Inc.",284209,4,1766,7320,12/2/2015,1370376,205556.4,12/7/2015
"Litware, Inc.",284213,7,1767,5535,12/2/2015,599748.7,89962.31,12/7/2015
"Fabrikam, Inc.",284440,4,1768,1757,12/3/2015,1371414,205712.1,12/7/2015
"Litware, Inc.",284444,7,1769,3848,12/3/2015,600324.6,90048.69,12/7/2015
"Fabrikam, Inc.",284924,4,1770,2583,12/4/2015,1373844,206076.6,12/7/2015
"Litware, Inc.",284928,7,1771,2793,12/4/2015,602353.6,90353.04,12/7/2015
"Fabrikam, Inc.",285477,4,1772,4325,12/7/2015,1373976,206096.4,12/7/2015
"Litware, Inc.",285481,7,1773,5004,12/7/2015,601794.3,90269.15,12/7/2015
"Fabrikam, Inc.",285485,4,1774,4,12/7/2015,1908,286.2,12/7/2015
"Litware, Inc.",285488,7,1775,1405,12/7/2015,2116.8,317.52,12/7/2015
"Fabrikam, Inc.",285834,4,1776,1056,12/8/2015,1377912,206686.8,12/14/2015
"Litware, Inc.",285838,7,1777,2420,12/8/2015,605852.4,90877.86,12/14/2015
"Fabrikam, Inc.",286341,4,1778,7131,12/9/2015,1379190,206878.5,12/14/2015
"Litware, Inc.",286345,7,1779,3224,12/9/2015,608486.3,91272.95,12/14/2015
"Fabrikam, Inc.",286749,4,1780,1474,12/10/2015,1381506,207225.9,12/14/2015
"Litware, Inc.",286753,7,1781,8264,12/10/2015,608612.6,91291.89,12/14/2015
"Fabrikam, Inc.",287123,4,1782,1674,12/11/2015,1383138,207470.7,12/14/2015
"Litware, Inc.",287127,7,1783,8524,12/11/2015,608245.3,91236.8,12/14/2015
"Fabrikam, Inc.",287547,4,1784,718,12/14/2015,1382874,207431.1,12/14/2015
"Litware, Inc.",287551,7,1785,4834,12/14/2015,608070,91210.5,12/14/2015
"Fabrikam, Inc.",287555,4,1786,1492,12/14/2015,1890,283.5,12/14/2015
"Litware, Inc.",287558,7,1787,4271,12/14/2015,2080,312,12/14/2015
"Fabrikam, Inc.",287834,4,1788,9454,12/15/2015,1386162,207924.3,12/21/2015
"Litware, Inc.",287838,7,1789,2112,12/15/2015,611634.1,91745.12,12/21/2015
"Fabrikam, Inc.",288190,4,1790,9803,12/16/2015,1387824,208173.6,12/21/2015
"Litware, Inc.",288194,7,1791,3325,12/16/2015,612589.7,91888.46,12/21/2015
"Fabrikam, Inc.",288501,4,1792,5855,12/17/2015,1389144,208371.6,12/21/2015
"Litware, Inc.",288505,7,1793,6233,12/17/2015,613070.4,91960.56,12/21/2015
"Fabrikam, Inc.",288848,4,1794,8374,12/18/2015,1388148,208222.2,12/21/2015
"Litware, Inc.",288852,7,1795,233,12/18/2015,613216.5,91982.48,12/21/2015
"Fabrikam, Inc.",289320,4,1796,9837,12/21/2015,1389096,208364.4,12/21/2015
"Litware, Inc.",289324,7,1797,6256,12/21/2015,614219.7,92132.96,12/21/2015
"Fabrikam, Inc.",289328,4,1798,5737,12/21/2015,1440,216,12/21/2015
"Litware, Inc.",289331,7,1799,226,12/21/2015,1352.5,202.88,12/21/2015
"Fabrikam, Inc.",289559,4,1800,5772,12/22/2015,1392264,208839.6,12/28/2015
"Litware, Inc.",289563,7,1801,4374,12/22/2015,617284.7,92592.71,12/28/2015
"Fabrikam, Inc.",289973,4,1802,5897,12/23/2015,1394808,209221.2,12/28/2015
"Litware, Inc.",289977,7,1803,6652,12/23/2015,617145.8,92571.87,12/28/2015
"Fabrikam, Inc.",290382,4,1804,4260,12/24/2015,1396668,209500.2,12/28/2015
"Litware, Inc.",290386,7,1805,714,12/24/2015,619284,92892.6,12/28/2015
"Fabrikam, Inc.",290625,4,1806,2170,12/25/2015,1396644,209496.6,12/28/2015
"Litware, Inc.",290629,7,1807,5453,12/25/2015,619437.2,92915.58,12/28/2015
"Fabrikam, Inc.",291092,4,1808,5314,12/28/2015,1400640,210096,12/28/2015
"Litware, Inc.",291096,7,1809,2738,12/28/2015,620502.9,93075.44,12/28/2015
"Fabrikam, Inc.",291098,4,1810,4574,12/28/2015,504,75.6,12/28/2015
"Litware, Inc.",291101,7,1811,3045,12/28/2015,1890,283.5,12/28/2015
"Fabrikam, Inc.",291430,4,1812,5012,12/29/2015,1399800,209970,1/4/2016
"Litware, Inc.",291434,7,1813,8436,12/29/2015,626330.3,93949.55,1/4/2016
"Fabrikam, Inc.",291917,4,1814,7633,12/30/2015,1402392,210358.8,1/4/2016
"Litware, Inc.",291921,7,1815,4830,12/30/2015,626037.8,93905.67,1/4/2016
"Fabrikam, Inc.",292146,4,1816,8250,12/31/2015,1401168,210175.2,1/4/2016
"Litware, Inc.",292150,7,1817,5124,12/31/2015,625906,93885.9,1/4/2016
"Fabrikam, Inc.",292625,4,1818,5402,1/1/2016,1406472,210970.8,1/4/2016
"Litware, Inc.",292629,7,1819,2445,1/1/2016,625385.1,93807.77,1/4/2016
"Fabrikam, Inc.",293109,4,1820,2603,1/4/2016,1406610,210991.5,1/4/2016
"Litware, Inc.",293113,7,1821,1937,1/4/2016,626474.6,93971.19,1/4/2016
A Datum Corporation,293115,1,1822,9113,1/4/2016,1995,199.5,1/4/2016
"Fabrikam, Inc.",293121,4,1823,6671,1/4/2016,2964,444.6,1/4/2016
A Datum Corporation,293124,1,1824,3368,1/4/2016,3420,342,1/4/2016
A Datum Corporation,293548,1,1825,3148,1/5/2016,6840,684,1/11/2016
"Fabrikam, Inc.",293555,4,1826,2874,1/5/2016,1409832,211474.8,1/11/2016
"Litware, Inc.",293559,7,1827,6552,1/5/2016,625383.8,93807.57,1/11/2016
A Datum Corporation,293973,1,1828,4946,1/6/2016,4218,421.8,1/11/2016
"Fabrikam, Inc.",293980,4,1829,1735,1/6/2016,1411830,211774.5,1/11/2016
"Litware, Inc.",293984,7,1830,7972,1/6/2016,627253.9,94088.09,1/11/2016
A Datum Corporation,294505,1,1831,8031,1/7/2016,8550,855,1/11/2016
"Fabrikam, Inc.",294512,4,1832,1731,1/7/2016,1418928,212839.2,1/11/2016
"Litware, Inc.",294516,7,1833,1375,1/7/2016,627392.9,94108.94,1/11/2016
"Fabrikam, Inc.",295067,4,1834,8548,1/8/2016,1420974,213146.1,1/11/2016
"Litware, Inc.",295071,7,1835,998,1/8/2016,627858.6,94178.79,1/11/2016
"Fabrikam, Inc.",295772,4,1836,3923,1/11/2016,1427298,214094.7,1/11/2016
"Litware, Inc.",295776,7,1837,8010,1/11/2016,629864,94479.6,1/11/2016
"Fabrikam, Inc.",295782,4,1838,49,1/11/2016,3264,489.6,1/11/2016
"Litware, Inc.",295784,7,1839,7740,1/11/2016,380,57,1/11/2016
"Fabrikam, Inc.",295971,4,1840,1858,1/12/2016,1430958,214643.7,1/18/2016
"Litware, Inc.",295975,7,1841,9981,1/12/2016,630041.1,94506.17,1/18/2016
"Fabrikam, Inc.",296402,4,1842,7023,1/13/2016,1432074,214811.1,1/18/2016
"Litware, Inc.",296406,7,1843,2246,1/13/2016,630669.7,94600.46,1/18/2016
"Fabrikam, Inc.",296773,4,1844,2641,1/14/2016,1433322,214998.3,1/18/2016
"Litware, Inc.",296777,7,1845,1834,1/14/2016,631124.9,94668.74,1/18/2016
"Fabrikam, Inc.",297040,4,1846,3142,1/15/2016,1434258,215138.7,1/18/2016
"Litware, Inc.",297044,7,1847,804,1/15/2016,632870.6,94930.59,1/18/2016
"Fabrikam, Inc.",297691,4,1848,5497,1/18/2016,1433814,215072.1,1/18/2016
"Litware, Inc.",297695,7,1849,1517,1/18/2016,635947.3,95392.1,1/18/2016
"Fabrikam, Inc.",297700,4,1850,7324,1/18/2016,1866,279.9,1/18/2016
"Fabrikam, Inc.",298103,4,1851,5269,1/19/2016,1438488,215773.2,1/25/2016
"Litware, Inc.",298107,7,1852,9368,1/19/2016,635219.8,95282.97,1/25/2016
"Fabrikam, Inc.",298391,4,1853,5589,1/20/2016,1438554,215783.1,1/25/2016
"Litware, Inc.",298395,7,1854,7201,1/20/2016,634898,95234.7,1/25/2016
"Fabrikam, Inc.",298653,4,1855,6218,1/21/2016,1441056,216158.4,1/25/2016
"Litware, Inc.",298657,7,1856,8348,1/21/2016,634508.7,95176.31,1/25/2016
"Fabrikam, Inc.",299000,4,1857,4566,1/22/2016,1445040,216756,1/25/2016
"Litware, Inc.",299004,7,1858,1013,1/22/2016,635978.6,95396.79,1/25/2016
"Fabrikam, Inc.",299571,4,1859,9332,1/25/2016,1446972,217045.8,1/25/2016
"Litware, Inc.",299575,7,1860,5135,1/25/2016,638523.3,95778.5,1/25/2016
"Fabrikam, Inc.",299579,4,1861,9899,1/25/2016,2700,405,1/25/2016
"Litware, Inc.",299581,7,1862,6851,1/25/2016,850,127.5,1/25/2016
"Fabrikam, Inc.",299914,4,1863,3050,1/26/2016,1450662,217599.3,2/1/2016
"Litware, Inc.",299918,7,1864,500,1/26/2016,640661.9,96099.29,2/1/2016
"Fabrikam, Inc.",300351,4,1865,6024,1/27/2016,1454994,218249.1,2/1/2016
"Litware, Inc.",300355,7,1866,9780,1/27/2016,641457,96218.55,2/1/2016
"Fabrikam, Inc.",300599,4,1867,3045,1/28/2016,1456212,218431.8,2/1/2016
"Litware, Inc.",300603,7,1868,3054,1/28/2016,640897.7,96134.66,2/1/2016
"Fabrikam, Inc.",300914,4,1869,1737,1/29/2016,1457418,218612.7,2/1/2016
"Litware, Inc.",300918,7,1870,1040,1/29/2016,640492,96073.8,2/1/2016
"Fabrikam, Inc.",301427,4,1871,6981,2/1/2016,1460424,219063.6,2/1/2016
"Litware, Inc.",301431,7,1872,422,2/1/2016,641013,96151.95,2/1/2016
"Fabrikam, Inc.",301437,4,1873,2962,2/1/2016,2268,340.2,2/1/2016
"Litware, Inc.",301440,7,1874,6054,2/1/2016,456.8,68.52,2/1/2016
"Fabrikam, Inc.",301702,4,1875,3410,2/2/2016,1463556,219533.4,2/8/2016
"Litware, Inc.",301706,7,1876,1195,2/2/2016,640895.5,96134.33,2/8/2016
"Fabrikam, Inc.",301943,4,1877,3630,2/3/2016,1464432,219664.8,2/8/2016
"Litware, Inc.",301947,7,1878,5206,2/3/2016,640336.2,96050.43,2/8/2016
"Fabrikam, Inc.",302349,4,1879,1474,2/4/2016,1465704,219855.6,2/8/2016
